title,url,datetime,region,content,country,region_new,region_clean,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
‘Unprecedented’ number of traumatized people flee Ukraine,https://news.un.org/en/story/2022/03/1113342,2022-03-04 12:00:00+00:00,Europe,"UN humanitarians on Friday described as “unprecedented,” the continuing outflow of children and families fleeing the “relentless shelling” of Russian military action in Ukraine – as they await assurances for the safe passage of relief teams to provide urgently needed assistance.",UA,Europe,Europe,2317,0.3,0.556,0.144,-0.34,0.6907962,0.2930991,0.016104741,negative,negative
Security Council debates Russian strike on Ukraine nuclear power plant,https://news.un.org/en/story/2022/03/1113302,2022-03-04 12:00:00+00:00,Europe,"Heavy fighting reported overnight at Ukraine’s largest nuclear power is both unacceptable and “highly irresponsible,” the UN’s senior political affairs official told the Security Council during an emergency meeting on Friday, while assuring members that radiation levels are normal and the facility’s cooling system was not affected.",RU,Europe,Europe,2318,0.126,0.672,0.202,0.2263,0.26246774,0.72559625,0.011936022,positive,neutral
Bachelet leads calls for ceasefire in Ukraine during urgent debate at UN rights council,https://news.un.org/en/story/2022/03/1113232,2022-03-03 12:00:00+00:00,Middle East,"Russia’s military attack on Ukraine has “opened a new and dangerous chapter in world history,” UN High Commissioner for Human Rights Michelle Bachelet told an urgent debate on Thursday, leading calls for a ceasefire.",UA,Europe,Middle East,2319,0.0,0.878,0.122,0.2023,0.07463502,0.86859185,0.0567732,positive,neutral
‘Senseless war’ forces one million to flee Ukraine: UN refugee chief,https://news.un.org/en/story/2022/03/1113192,2022-03-03 12:00:00+00:00,Europe,"The “senseless war” in Ukraine has forced one million people to flee the country in just seven days, while countless others have been displaced within its borders, UN High Commissioner for Refugees Filippo Grandi said on Thursday.",UA,Europe,Europe,2320,0.0,1.0,0.0,0.0,0.8067611,0.18692033,0.0063185617,neutral,negative
"To spare Afghanistan, world must engage with Taliban, Lyons tells Security Council",https://news.un.org/en/story/2022/03/1113172,2022-03-02 12:00:00+00:00,Asia Pacific,"Six months after the fall of Afghanistan to the Taliban, it is time for concerned countries to deepen their engagement with the country’s new authorities and take action to prevent an irreversible economic collapse, the top UN official in Kabul told the Security Council on Wednesday.",Afghanistan,Asia Pacific,Asia Pacific,2321,0.0,0.676,0.324,0.5859,0.19292626,0.78300613,0.024067605,positive,neutral
General Assembly resolution demands end to Russian offensive in Ukraine,https://news.un.org/en/story/2022/03/1113152,2022-03-02 12:00:00+00:00,Europe,The UN General Assembly overwhelmingly adopted a resolution on Wednesday demanding that Russia immediately end its military operations in Ukraine.,RU,Europe,Europe,2322,0.25,0.75,0.0,-0.4588,0.40203395,0.58386976,0.014096293,negative,neutral
Ukraine: Oxygen shortage putting lives in danger,https://news.un.org/en/story/2022/03/1113122,2022-03-02 12:00:00+00:00,Europe,"On day seven of the Ukraine crisis, UN-led efforts to ramp up support to the country’s embattled health workers have continued, with the first shipment of lifesaving supplies due to arrive in neighbouring Poland in the coming hours.",UA,Europe,Europe,2323,0.519,0.481,0.0,-0.6597,0.93363386,0.06370358,0.002662563,negative,negative
"Ukraine conflict could jeopardize safety of nuclear facilities, IAEA warns",https://news.un.org/en/story/2022/03/1113112,2022-03-02 12:00:00+00:00,Global,"The conflict in Ukraine could put the safety of nuclear facilities there at risk, the head of the International Atomic Energy Agency (IAEA) warned on Wednesday.",UA,Europe,Global,2324,0.274,0.519,0.207,0.0258,0.7590109,0.23668075,0.004308342,neutral,negative
Ukraine crisis: UN agencies support rising tide of refugees,https://news.un.org/en/story/2022/03/1113102,2022-03-02 12:00:00+00:00,Europe,"The number of people fleeing the Russian onslaught in Ukraine surpassed 874,000 as of Wednesday morning New York time, data from the UN refugee agency, UNHCR, has revealed.",UA,Europe,Europe,2325,0.297,0.507,0.196,-0.34,0.07642736,0.7723349,0.15123774,negative,neutral
"Ukraine: $1.7 billion appeal launched to help refugee exodus, host countries",https://news.un.org/en/story/2022/03/1113052,2022-03-01 12:00:00+00:00,Europe,"Rockets have been “raining down” on Ukraine’s cities and hundreds of people have been killed or injured since the Russian military offensive began, the UN Secretary-General said on Tuesday, at the launch of a $1.7 billion flash appeal to provide urgently-needed assistance.",UA,Europe,Europe,2326,0.0,0.682,0.318,0.4939,0.027621798,0.8090095,0.16336872,positive,neutral
UN humanitarians call on combatants to spare Ukraine civilians as aid ramps up,https://news.un.org/en/story/2022/03/1113002,2022-03-01 12:00:00+00:00,,"Well over 600,000 people have fled Ukraine in under a week, since Russia’s military offensive began, UN humanitarians said on Tuesday, as they issued an appeal to protect civilians from further bloodshed.",UA,Europe,Europe,2327,0.0,1.0,0.0,0.0,0.19964267,0.7657576,0.034599714,neutral,neutral
"Crises unfolding in Ukraine ripple throughout Europe, Security Council hears",https://news.un.org/en/story/2022/02/1112952,2022-02-28 12:00:00+00:00,,"After three days of intense clashes across areas in parts of Ukraine, the number of civilian casualties and damage to critical infrastructure are growing, and the United Nations and its relief partners are working day and night to care for the injured, the Security Council heard on Monday during an urgent meeting on the humanitarian situation in the country.",UA,Europe,Europe,2328,0.0,0.789,0.211,0.34,0.1880334,0.793348,0.018618615,positive,neutral
Concern for women and children caught up in Ukraine conflict,https://news.un.org/en/story/2022/02/1112942,2022-02-28 12:00:00+00:00,Europe,"The intensification of the Russian offensive in Ukraine is having devastating consequences on women and children, senior UN officials have reported.",UA,Europe,Europe,2329,0.204,0.796,0.0,-0.3182,0.7861356,0.20823212,0.005632262,negative,negative
Syria: Use of chemical weapons ‘blight’ on international community’s conscience,https://news.un.org/en/story/2022/02/1112932,2022-02-28 12:00:00+00:00,Middle East,"Impunity for the use of chemical weapons is “intolerable,” the UN disarmament chief told the Security Council meeting on Syria, held on Monday morning.",SY,Middle East,Middle East,2330,0.244,0.756,0.0,-0.4404,0.8441326,0.15129554,0.004571862,negative,negative
General Assembly holds emergency special session on Ukraine,https://news.un.org/en/story/2022/02/1112912,2022-02-28 12:00:00+00:00,Europe,"As fighting escalates in Ukraine, UN Member States met on Monday for a rare emergency special session of the General Assembly to discuss the crisis.",UA,Europe,Europe,2331,0.23,0.531,0.239,0.0258,0.18832693,0.7949733,0.016699735,neutral,neutral
"More than half a million have fled Ukraine, UN refugee agency reports",https://news.un.org/en/story/2022/02/1112872,2022-02-28 12:00:00+00:00,,"Fighting in Ukraine has so far pushed more than 500,000 people across the country's borders, the UN refugee agency, UNHCR, reported on Monday.",UA,Europe,Europe,2332,0.0,1.0,0.0,0.0,0.4707559,0.5097902,0.019453865,neutral,neutral
Security Council vote sets up emergency UN General Assembly session on Ukraine crisis,https://news.un.org/en/story/2022/02/1112842,2022-02-27 12:00:00+00:00,Europe,"The Security Council voted on Sunday to call for a rare emergency special session of the 193-member UN General Assembly on Russia’s military operation in Ukraine, which will be held on Monday.",UA,Europe,Europe,2333,0.351,0.524,0.126,-0.6486,0.10343177,0.87536675,0.021201462,negative,neutral
Three million Ukrainians already in need – with future repercussions ‘spooling out’ before our eyes,https://news.un.org/en/story/2022/02/1112812,2022-02-26 12:00:00+00:00,Europe,"Even before the recent events that “convulsed the world” last week, the UN Emergency Relief Coordinator reminded that an eight-year-long conflict in Eastern Ukraine had already level three million people in need of humanitarian assistance “on both sides of the contact line”.",Unknown,Unknown,Europe,2334,0.0,1.0,0.0,0.0,0.69351566,0.28669113,0.019793164,neutral,negative
Russia blocks Security Council action on Ukraine,https://news.un.org/en/story/2022/02/1112802,2022-02-26 12:00:00+00:00,Europe,"Russia vetoed a UN Security Council resolution on Friday that would have demanded that Moscow immediately stop its attack on Ukraine and withdraw all troops, a move several Council members said was deplorable, but inevitable.",RU,Europe,Europe,2335,0.204,0.538,0.258,0.128,0.48055652,0.50858974,0.010853727,positive,neutral
South Sudan: UN Mission to step up patrols following rising violence in Unity state,https://news.un.org/en/story/2022/02/1112792,2022-02-25 12:00:00+00:00,Africa,"Perpetrators responsible for recent escalating violence in Unity state, South Sudan, must be held accountable, the UN Mission in the country, UNMISS, said in a statement on Friday.",South Sudan,Africa,Africa,2336,0.24,0.76,0.0,-0.6249,0.38212383,0.6037379,0.014138216,negative,neutral
‘Hot conflict’ pushes 12 million Syrians into food insecurity,https://news.un.org/en/story/2022/02/1112762,2022-02-25 12:00:00+00:00,Middle East,"As the Syrian war has driven poverty and hunger to levels higher than at any previous point, UN Special Envoy Geir Pedersen told the Security Council on Friday that he would continue to focus on engaging the parties to bring an end to the protracted conflict.",SY,Middle East,Middle East,2337,0.259,0.741,0.0,-0.4215,0.8607568,0.13484503,0.004398169,negative,negative
Terrified families seek shelter underground in Ukraine capital,https://news.un.org/en/story/2022/02/1112732,2022-02-25 12:00:00+00:00,Europe,"Amid reported deadly missile attacks from Russia’s so-called “special military operation” in Ukraine, including the capital Kiev and other cities, terrified families have been forced to seek shelter underground, the UN said on Friday, adding that at least 100,000 people have likely been displaced by the violence.",UA,Europe,Europe,2338,0.364,0.636,0.0,-0.6124,0.48209575,0.5018152,0.016089061,negative,neutral
‘Political impasse’ hampering change and reform in Iraq,https://news.un.org/en/story/2022/02/1112672,2022-02-24 12:00:00+00:00,Middle East,"Political leaders in Iraq must urgently overcome their divisions and work for the good of the people, the top UN official in the country told the Security Council on Thursday.",Iraq,Middle East,Middle East,2339,0.0,1.0,0.0,0.0,0.68292177,0.30727786,0.00980034,neutral,negative
Ukraine Crisis: Protecting civilians ‘Priority Number One’; Guterres releases $20M for humanitarian support,https://news.un.org/en/story/2022/02/1112662,2022-02-24 12:00:00+00:00,Europe,"Russian military operations inside the sovereign territory of Ukraine “on a scale that Europe has not seen in decades, conflict directly with the United Nations Charter,” Secretary-General António Guterres told journalists on Thursday.",UA,Europe,Europe,2340,0.227,0.552,0.221,-0.2732,0.053281438,0.8186152,0.12810329,negative,neutral
Ukraine: Humanitarians fear ‘devastating’ consequences,https://news.un.org/en/story/2022/02/1112602,2022-02-24 12:00:00+00:00,Europe,"Amid reports on Thursday that people were fleeing en masse from the Ukrainian capital of Kiev following Russia’s so-called “special military operation,” UN humanitarians warned of the “devastating” consequences of military action.",UA,Europe,Europe,2341,0.444,0.556,0.0,-0.4939,0.85451776,0.14040951,0.0050727674,negative,negative
"As Security Council meets on Ukraine crisis, Russia announces start of ‘special military operation’",https://news.un.org/en/story/2022/02/1112592,2022-02-24 12:00:00+00:00,Europe,"“President Putin, stop your troops from attacking Ukraine, give peace a chance,” Secretary-General António Guterres urged Wednesday evening at the start of an emergency meeting of the UN Security Council, the body's second late night session this week.",RU,Europe,Europe,2342,0.222,0.649,0.13,-0.4019,0.14616628,0.83048296,0.023350697,negative,neutral
"Israel-Palestine: No substitute for legitimate political process, UN envoy tells Security Council",https://news.un.org/en/story/2022/02/1112542,2022-02-23 12:00:00+00:00,Middle East,"The destabilizing deterioration of the situation in the Occupied Palestinian Territory continues in the absence of political solutions that would “reset the trajectory”, the UN Special Coordinator for the Middle East Peace Process said on Wednesday.",Palestine,Middle East,Middle East,2343,0.151,0.685,0.164,0.0516,0.35431582,0.62732464,0.018359471,positive,neutral
UN pledges more support for internally displaced persons in DR Congo’s Ituri province,https://news.un.org/en/story/2022/02/1112562,2022-02-23 12:00:00+00:00,Africa,"The United Nations will work together with the authorities in the Democratic Republic of Congo (DRC), as well as other partners, in ensuring security in the eastern part of the country, said Jean-Pierre Lacroix, the UN’s top peacekeeping official.",CD,Africa,Africa,2344,0.0,0.8,0.2,0.4576,0.018649068,0.642971,0.33837998,positive,neutral
"At dedicated Assembly session on Ukraine, UN chief calls for ‘restraint, reason and de-escalation’",https://news.un.org/en/story/2022/02/1112552,2022-02-23 12:00:00+00:00,Europe,"The world is facing “a moment of peril,” UN Secretary-General António Guterres told a General Assembly session on Wednesday dedicated to the temporarily occupied territories of Ukraine.",UA,Europe,Europe,2345,0.0,0.812,0.188,0.4588,0.06431596,0.88329595,0.05238803,positive,neutral
Ukraine crisis testing ‘entire international system’ – UN chief,https://news.un.org/en/story/2022/02/1112512,2022-02-22 12:00:00+00:00,Europe,"The latest developments in Ukraine are testing “the entire international system”, Secretary-General António Guterres said at a media stakeout on Tuesday, adding “we must pass this test.”",UA,Europe,Europe,2346,0.369,0.631,0.0,-0.6249,0.25917184,0.7170891,0.023739062,negative,neutral
Long-awaited local elections will offer Central Africans opportunity to expand political space,https://news.un.org/en/story/2022/02/1112482,2022-02-22 12:00:00+00:00,Africa,"Local elections in the Central African Republic (CAR), which have been pending since 1988 and are slated for September, will deepen efforts to decentralize power and expand political space, the UN envoy for the country told the Security Council on Tuesday, encouraging the new Government to “deploy all possible efforts” to calm the political climate.",Unknown,Africa,Africa,2347,0.0,0.662,0.338,0.6249,0.00420052,0.3165668,0.6792327,positive,positive
Ukraine: Senior UN officials decry growing risks of dangerous breaches,https://news.un.org/en/story/2022/02/1112442,2022-02-22 12:00:00+00:00,Europe,"Following Russia’s decision to recognize the independence of certain areas of Ukraine’s Donetsk and Luhansk regions, the High Commissioner for Human Rights on Tuesday added her voice to the UN’s growing chorus of alarm.",UA,Europe,Europe,2348,0.374,0.504,0.122,-0.5423,0.618628,0.37305018,0.00832174,negative,negative
"Stop weapons supply to Myanmar, rights expert urges",https://news.un.org/en/story/2022/02/1112422,2022-02-22 12:00:00+00:00,Asia Pacific,"Weapons exports to the military rulers in Myanmar by UN Member States must stop, the UN independent expert on the human rights situation in the country said on Tuesday.",Myanmar,Asia Pacific,Asia Pacific,2349,0.459,0.541,0.0,-0.6249,0.39812034,0.59052324,0.011356368,negative,neutral
Security Council holds emergency meeting on Ukraine: Major conflict must be ‘prevented at all costs’,https://news.un.org/en/story/2022/02/1112412,2022-02-21 12:00:00+00:00,Europe,"With “great concern and sadness”, the UN political and peacebuilding chief opened an emergency Security Council meeting on Monday night about the “unfolding dangerous situation in and around Ukraine”.",UA,Europe,Europe,2350,0.254,0.622,0.124,-0.3612,0.32082093,0.6512635,0.027915584,negative,neutral
Students go back to Haitian school three years after gang attack,https://news.un.org/en/story/2022/02/1112302,2022-02-20 12:00:00+00:00,Americas,Students have returned to the Lycée National de La Saline after it was closed due to gang violence.,HT,Americas,Americas,2351,0.237,0.763,0.0,-0.4767,0.51559436,0.47377846,0.010627215,negative,negative
"Conflict in Ukraine disrupting entire generation of children, says UNICEF",https://news.un.org/en/story/2022/02/1112272,2022-02-18 12:00:00+00:00,Europe,"Attacks on kindergartens and schools have been a sad reality for children in eastern Ukraine over the last eight years, the UN Children’s Fund, UNICEF, said on Friday. Since the beginning of the conflict, more than 750 schools have been damaged.",UA,Europe,Europe,2352,0.204,0.796,0.0,-0.3182,0.8141057,0.18085892,0.005035362,negative,negative
"Haiti remains in ‘acute political and institutional crisis’, Security Council hears",https://news.un.org/en/story/2022/02/1112262,2022-02-18 12:00:00+00:00,,"Despite some signs of progress in ending the political, economic and humanitarian crisis that has worsened across Haiti since the assassination of its president last year, the situation there remains “fraught and highly polarized”, the UN envoy to the country told the Security Council on Friday.",HT,Americas,Americas,2353,0.0,0.806,0.194,0.34,0.51000506,0.47938272,0.010612229,positive,negative
Ethiopia conflict: thousands of Eritrean refugees flee new deadly attack on camp,https://news.un.org/en/story/2022/02/1112232,2022-02-18 12:00:00+00:00,Africa,"Thousands of Eritrean refugees sheltering at a camp in the Ethiopian Afar region, have fled following a deadly attack on the facility earlier this month, the UN refugee agency, UNHCR, said on Friday.",Ethiopia,Africa,Africa,2354,0.351,0.649,0.0,-0.6597,0.8148776,0.18007697,0.0050454224,negative,negative
"Time to ‘seriously de-escalate’ tensions over Ukraine, Guterres tells Munich conference",https://news.un.org/en/story/2022/02/1112222,2022-02-18 12:00:00+00:00,Europe,"With tensions continuing to mount over the Ukraine crisis, UN Secretary-General António Guterres said on Friday that he still believed military conflict in Europe “will not happen” – although if it did, “it would be catastrophic”.",UA,Europe,Europe,2355,0.213,0.787,0.0,-0.4019,0.10838817,0.8135387,0.07807324,negative,neutral
Ukraine crisis: UN political affairs chief calls for ‘maximum restraint’,https://news.un.org/en/story/2022/02/1112202,2022-02-17 12:00:00+00:00,Europe,"Amid competing narratives of events unfolding swiftly in and around Ukraine - one detailing the withdrawal of Russian troops from the borders and another proclaiming that an attack is imminent – the UN political affairs chief called on Thursday for the parties to make meaningful progress on implementation of the 2015 Minsk agreements, as she briefed the Security Council.",UA,Europe,Europe,2356,0.313,0.687,0.0,-0.6249,0.14772789,0.81919575,0.03307632,negative,neutral
South Sudan: Sharp decline in violence against civilians,https://news.un.org/en/story/2022/02/1112172,2022-02-17 12:00:00+00:00,Africa,"Reported incidents of violence against civilians fell by around 42 per cent in 2021 compared with the previous year, according to a new report released by the UN Mission in South Sudan (UNMISS) on Thursday.",South Sudan,Africa,Africa,2357,0.369,0.631,0.0,-0.6249,0.6290426,0.35949033,0.011467047,negative,negative
"Counter-terrorism, Afghanistan, top priorities for UN cooperation with Eurasian security body",https://news.un.org/en/story/2022/02/1112112,2022-02-16 12:00:00+00:00,,"Conflict prevention, counter-terrorism and support to Afghanistan, top the list of issues on which the UN and the Collective Security Treaty Organization – a Eurasian regional grouping comprising Armenia, Belarus, Kazakhstan, Kyrgyzstan, the Russian Federation and Tajikistan – should bolster their cooperation, Secretary-General António Guterres told the Security Council on Wednesday.",Afghanistan,Asia Pacific,Asia Pacific,2358,0.0,0.682,0.318,0.4939,0.031599987,0.86626303,0.102136984,positive,neutral
Sharp escalation in fighting across Yemen risks spiralling out of control,https://news.un.org/en/story/2022/02/1112042,2022-02-15 12:00:00+00:00,,"Recent attacks on the United Arab Emirates (UAE) and Saudi Arabia indicate how the conflict in Yemen risks spiralling out of control, the chief UN mediator for the country told the Security Council on Tuesday, as he called for “serious efforts” to be made by Yemeni parties, the region and the international community, to end the fighting, now in its seventh year.",YE,Middle East,Middle East,2359,0.338,0.662,0.0,-0.5574,0.90869266,0.088250704,0.0030566195,negative,negative
"Somalia: Elections must be finalized amid worsening drought, Security Council hears",https://news.un.org/en/story/2022/02/1112022,2022-02-15 12:00:00+00:00,Africa,"Somalia’s leaders must put aside their differences and urgently conclude a credible election process, the UN’s senior official in the country told the Security Council on Tuesday, noting that national elections are now more than a year behind schedule and women’s representation remains significantly off-track.",Somalia,Africa,Africa,2360,0.208,0.625,0.167,-0.1531,0.42595395,0.5580852,0.015960904,negative,neutral
Ukraine: ‘Do not fail the cause of peace’ Guterres urges,https://news.un.org/en/story/2022/02/1111982,2022-02-14 12:00:00+00:00,Europe,"Amid increasing tension over Ukraine between Russia and Western countries of the NATO alliance, the UN Secretary-General declared on Monday that “there is no alternative to diplomacy.”",UA,Europe,Europe,2361,0.0,0.759,0.241,0.431,0.1388243,0.756984,0.104191706,positive,neutral
Ensuring safety and inclusive elections in Timor-Leste: A UN Resident Coordinator blog,https://news.un.org/en/story/2022/02/1111802,2022-02-13 12:00:00+00:00,Asia Pacific,"As Timor-Leste prepares to choose a new president in March, Roy Trivedy, the senior UN official in the country, explains the Organization’s role in securing the vote for all citizens across the small island nation, which gained independence from Indonesia in 2002, and expresses his hopes for safe, inclusive, and transparent elections.",Unknown,Unknown,Asia Pacific,2362,0.0,0.647,0.353,0.5994,0.021429457,0.727524,0.25104663,positive,neutral
The bittersweet taste of home: Former ISIL wife returns to Kazakhstan,https://news.un.org/en/story/2022/02/1111552,2022-02-13 12:00:00+00:00,Asia Pacific,"More than 600 family members of ISIL fighters have been repatriated from Syria to Kazakhstan over the last three years, as part of an initiative to rehabilitate women and children from the country. One formerly radicalized wife who married a member of the terrorist group, has been speaking to UN News about her regrets, and her hopes for a better future.",Kazakhstan,Asia Pacific,Asia Pacific,2363,0.115,0.885,0.0,-0.0772,0.016251724,0.7153215,0.26842678,negative,neutral
Stability for Libya must be 'top priority' urges Guterres,https://news.un.org/en/story/2022/02/1111782,2022-02-11 12:00:00+00:00,,"The UN chief is “following closely” the latest political crisis unfolding in Libya, which threatens to return the country to a stand-off position between two rival authorities, following the failure to hold presidential elections in December.",Libya,Africa,Africa,2364,0.0,0.816,0.184,0.2023,0.08209834,0.78431875,0.13358292,positive,neutral
"South Sudan: Political violence on the rise, UN rights experts warn",https://news.un.org/en/story/2022/02/1111752,2022-02-11 12:00:00+00:00,Africa,"UN human rights experts have warned of increased political violence and polarization between communities across the world’s youngest country, South Sudan, following a fact-finding visit there this week.",South Sudan,Africa,Africa,2365,0.379,0.621,0.0,-0.6705,0.8474722,0.1491844,0.0033434017,negative,negative
"Radio Miraya builds trust in South Sudan, amid hate and disinformation",https://news.un.org/en/story/2022/02/1111722,2022-02-10 12:00:00+00:00,Africa,"Although internal conflict erupted within the world’s youngest country after independence in 2011, Radio Miraya, the news service launched by the UN Peacekeeping Mission in South Sudan in 2006, has stuck fast to its original mandate of trying to bring the country together, becoming the most popular and trusted source of information in the country to this day.",South Sudan,Africa,Africa,2366,0.231,0.562,0.206,-0.1027,0.0698998,0.67125154,0.25884864,negative,neutral
Iraq makes final reparation payment to Kuwait for 1990 invasion,https://news.un.org/en/story/2022/02/1111632,2022-02-09 12:00:00+00:00,Middle East,"More than 30 years after the UN Compensation Commission (UNCC) was created to ensure restitution for Kuwait following the Iraqi invasion of 1990, the reparations body announced on Wednesday that it had processed its final claim, amounting to $52.4 billion in total.",Iraq,Middle East,Middle East,2367,0.0,1.0,0.0,0.0,0.22495583,0.76281565,0.012228519,neutral,neutral
Ethiopia in 'much better place' to resolve Tigray conflict: Mohammed,https://news.un.org/en/story/2022/02/1111622,2022-02-09 12:00:00+00:00,Africa,"On the last day of a five-day trip to Ethiopia, the Deputy Secretary-General said the East African nation is in “a much better place” to resolve the conflict that erupted 15 months ago in Tigray.",Ethiopia,Africa,Africa,2368,0.155,0.473,0.372,0.4939,0.04093683,0.5503612,0.40870193,positive,neutral
"Battle against Da’esh, a ‘long-term game’, Voronkov tells Security Council",https://news.un.org/en/story/2022/02/1111602,2022-02-09 12:00:00+00:00,,"The global fight against the shadowy, ever-morphing threat posed by the ISIL terrorist group - known officially as Da’esh - and its affiliates, remains a “long-term game” for which there are “no quick fixes,” the UN counter-terrorism chief told the Security Council on Wednesday.",Unknown,Unknown,Unknown,2369,0.217,0.583,0.2,-0.0516,0.08696947,0.8812886,0.031741966,negative,neutral
"‘Peace is indispensable’ says UN deputy chief in Ethiopia, hearing stories of conflict and hope",https://news.un.org/en/story/2022/02/1111572,2022-02-09 12:00:00+00:00,Africa,"From survivors of rape to young women entrepreneurs, the UN Deputy Secretary-General has spent the week meeting some of those whose lives have been upended by conflict in Ethiopia, but also hearing stories of hope that point towards the “indispensable” value of a return to lasting peace across the African nation.",Ethiopia,Africa,Africa,2370,0.126,0.714,0.159,0.1531,0.12479511,0.7405086,0.13469636,positive,neutral
UN chief ‘encouraged’ by engagement between Israeli and Palestinian officials,https://news.un.org/en/story/2022/02/1111542,2022-02-08 12:00:00+00:00,Middle East,UN Secretary-General António Guterres said on Tuesday that he is encouraged by the recent engagement between senior Israeli and Palestinian officials.,Palestine,Middle East,Middle East,2371,0.0,0.75,0.25,0.4588,0.06294147,0.88435394,0.0527046,positive,neutral
UN rights office warns of risk of further attacks on displaced camps in DR Congo,https://news.un.org/en/story/2022/02/1111522,2022-02-08 12:00:00+00:00,Africa,"Authorities in the Democratic Republic of the Congo (DRC) must ensure civilian protection in the wake of recent deadly raids on camps for internally displaced persons (IDPs), the UN human rights office, OHCHR, said on Tuesday.",CD,Africa,Africa,2372,0.348,0.652,0.0,-0.6597,0.7556126,0.240086,0.0043014437,negative,negative
Security Council sanctions: from blunt instrument to vital tool,https://news.un.org/en/story/2022/02/1111422,2022-02-07 12:00:00+00:00,,"United Nations Security Council sanctions are no longer the “blunt instrument” they once were, having transformed since the 1990s into “a vital tool” that minimizes negative consequences for civilians, and States that are not directly being targeted.",Unknown,Unknown,Unknown,2373,0.0,0.603,0.397,0.5574,0.21841365,0.76113814,0.020448128,positive,neutral
"Ethiopia: UNHCR rushing aid to 20,000 refugees fleeing clashes",https://news.un.org/en/story/2022/02/1111322,2022-02-04 12:00:00+00:00,Africa,"UNHCR, the UN refugee agency, and partners are rushing life-saving aid to more than 20,000 refugees after they fled clashes in Ethiopia’s Benishangul Gumuz region, bordering Sudan and South Sudan.",Ethiopia,Africa,Africa,2374,0.0,1.0,0.0,0.0,0.48953795,0.49511933,0.0153427115,neutral,neutral
Burkina Faso: Rising displacement adds to Sahel crises,https://news.un.org/en/story/2022/02/1111332,2022-02-04 12:00:00+00:00,Africa,"Insecurity in Burkina Faso, particularly in the region bordering Côte d’Ivoire, is pushing more people to seek safety both within and outside the country, the UN refugee agency, UNHCR, reported on Friday.",Burkina Faso,Africa,Africa,2375,0.0,1.0,0.0,0.0,0.5538397,0.43296126,0.013199004,neutral,negative
Olympic spirit needed now more than ever: UN chief,https://news.un.org/en/story/2022/02/1111282,2022-02-04 12:00:00+00:00,Global,"The qualities of fair play and solidarity that characterize the Olympics must shine throughout the games and beyond, UN Secretary-General António Guterres said in a video message to the opening of the Winter Olympics in Beijing, China, on Friday.",Unknown,Unknown,Global,2376,0.0,0.825,0.175,0.1779,0.03503941,0.6627363,0.30222428,positive,neutral
DR Congo: More peacekeepers deployed in wake of deadly camp attack,https://news.un.org/en/story/2022/02/1111272,2022-02-03 12:00:00+00:00,Africa,"Peacekeepers in the Democratic Republic of the Congo (DRC) have stepped up their presence in the area around a camp for displaced people in Ituri province following a deadly attack this week, the United Nations said on Thursday.",CD,Africa,Africa,2377,0.207,0.6,0.193,-0.0534,0.5775896,0.41113397,0.011276448,negative,negative
"Concerned over civilian deaths, UN spokesperson welcomes ‘any successes’ against ISIL terror group",https://news.un.org/en/story/2022/02/1111222,2022-02-03 12:00:00+00:00,Middle East,"Following an attack by United States Special Forces in northwestern Syria that culminated in the death of the leader of the ISIL terrorist network, the deputy UN Spokesperson on Thursday expressed concern over reported civilian casualties, but welcomed any move contributing to the group’s defeat.",Unknown,Unknown,Middle East,2378,0.199,0.643,0.158,-0.1779,0.08892762,0.6802264,0.23084597,negative,neutral
Ukraine conflict affecting children’s mental health: UNICEF,https://news.un.org/en/story/2022/02/1111172,2022-02-02 12:00:00+00:00,Europe,"The grinding conflict in eastern Ukraine is increasingly affecting the mental health of boys and girls, causing nightmares, social isolation and panic attacks, the UN Children’s Fund (UNICEF) has reported.",UA,Europe,Europe,2379,0.277,0.723,0.0,-0.3182,0.59782386,0.38704142,0.015134697,negative,negative
DR Congo: At least 50 dead following militia attack on camp,https://news.un.org/en/story/2022/02/1111152,2022-02-02 12:00:00+00:00,Africa,"At least 50 people, including women and children, were killed in an attack on Tuesday night at a site for internally displaced people in Savo, Ituri Province, in the Democratic Republic of the Congo (DRC), the UN said on Wednesday.",CD,Africa,Africa,2380,0.451,0.549,0.0,-0.8126,0.81720823,0.17568225,0.0071095675,negative,negative
UN in Iraq calls for dialogue following attack; civilian casualties reported,https://news.un.org/en/story/2022/02/1111132,2022-02-02 12:00:00+00:00,,"Following reports on Wednesday of civilian casualties during airstrikes on the Iraqi city of Ninewa, the UN Assistance Mission (UNAMI) reiterated that Iraqi sovereignty and territorial integrity “must be respected at all times”.",Iraq,Middle East,Middle East,2381,0.237,0.763,0.0,-0.4767,0.5805052,0.4114203,0.008074502,negative,negative
DPR Korea: UN chief condemns missile launch as ‘clear violation’,https://news.un.org/en/story/2022/02/1111042,2022-02-01 12:00:00+00:00,Asia Pacific,The launch of a possible intermediate-range ballistic missile by the Democratic People’s Republic of Korea (DPRK) drew condemnation from UN Secretary-General António Guterres on Tuesday.,Unknown,Unknown,Asia Pacific,2382,0.268,0.732,0.0,-0.5106,0.6000617,0.38996312,0.009975172,negative,negative
